Time (ms), PV cell voltage (mV), Biosensor current (nA)
1424561,490.5,1178.75,
1424765,489.25,1186,
1424968,492.875,1186.5,
1425170,489.5,1178.375,
1425374,490.5,1188,
1425576,492.875,1182.625,
1425781,489.125,1178.625,
1425983,492,1187.5,
1426186,492.5,1179.875,
1426389,489,1181.5,
1426592,492.375,1188.5,
1426795,491.5,1178.25,
1426998,489.125,1184.25,
1427202,492.625,1187.375,
1427403,490,1178.75,
1427607,489.5,1186.625,
1427810,492.75,1185.5,
1428014,489.5,1177.125,
1428217,490.875,1187.125,
1428435,492.75,1182,
1428623,489.125,1179.125,
1428826,492.125,1187.25,
1429028,492.25,1178.625,
1429232,489,1180.875,
1429435,492.375,1188.5,
1429638,491.125,1178.625,
1429841,489.125,1184.75,
1430045,492.75,1186.375,
1430247,489.875,1177.625,
1430450,489.75,1186.625,
1430654,492.75,1185.5,
1430857,489.375,1177.5,
1431060,491.25,1186.5,
1431263,492.75,1180.625,
1431467,489,1179.125,
1431669,492.125,1188.125,
1431872,492.25,1178.875,
1432075,489,1181.375,
1432277,492.5,1187.125,
1432482,490.75,1178.25,
1432684,489.125,1185.75,
1432887,492.75,1186.625,
1433090,489.75,1177,
1433293,490,1185.75,
1433497,492.875,1184.625,
1433700,489.375,1178.125,
1433903,491.5,1187,
1434106,492.875,1180,
1434309,489.125,1177.875,
1434513,492.125,1187.25,
1434715,492.125,1179.25,
1434919,489,1181.75,
1435122,492.625,1186.875,
1435325,490.75,1176.875,
1435528,489.25,1185,
1435731,492.75,1186.875,
1435933,489.875,1177.625,
1436137,490,1185.75,
1436359,492.875,1183.25,
1436544,489.375,1177.125,
1436746,491.375,1187.25,
1436950,492.875,1180.75,
1437152,489.125,1178,
1437356,492.125,1186.375,
1437558,492.25,1178.75,
1437761,489,1181.5,
1437965,492.5,1187.625,
1438168,491.25,1177.625,
1438370,489.125,1183.375,
1438575,492.75,1187.25,
1438778,490,1178.125,
1438981,489.625,1186.375,
1439184,492.875,1184.875,
1439386,489.5,1176.625,
1439589,490.625,1187.125,
1439792,492.875,1182.5,
1439996,489.25,1178.75,
1440198,491.875,1187.5,
1440402,492.625,1179.25,
1440605,489,1180.5,
1440807,492.5,1188.625,
1441012,491.75,1179.5,
1441214,489,1184,
1441418,492.625,1187.5,
1441621,490.25,1178.25,
1441824,489.375,1186.75,
1442026,492.875,1187.375,
1442229,489.75,1178.125,
1442432,490,1186.75,
1442636,492.875,1184.5,
1442839,489.375,1178.75,
1443043,491.375,1188.625,
1443245,492.875,1181.875,
1443449,489.125,1178.75,
1443651,492,1188,
1443855,492.375,1180.625,
1444057,489,1182,
1444261,492.5,1188.625,
1444464,491.375,1178.5,
1444667,489,1184.625,
1444870,492.75,1188.625,
1445073,490.125,1179.25,
1445276,489.25,1186.75,
1445480,492.75,1186,
1445682,489.625,1178,
1445885,490.375,1187.875,
1446089,492.875,1184.375,
1446292,489.125,1178.75,
1446495,491.625,1187.75,
1446697,492.625,1180.5,
1446901,489,1180.5,
1447103,492.25,1189.125,
1447328,492,1179.875,
1447510,489,1182.75,
1447714,492.625,1188,
1447917,491,1179.25,
1448120,489,1186.25,
1448323,492.75,1188.125,
1448527,489.875,1178.375,
1448731,489.625,1186.5,
1448931,492.875,1186.125,
1449134,489.375,1178.875,
1449337,490.75,1187.875,
1449541,492.875,1182.125,
1449745,489.125,1178.375,
1449948,491.875,1188.25,
1450150,492.625,1181.25,
1450354,489,1180.75,
1450556,492.375,1188.375,
1450760,491.875,1179.25,
1450963,489,1183.875,
1451165,492.625,1189.25,
1451369,490.5,1179.5,
1451573,489.25,1186,
1451779,492.75,1187.375,
1451978,489.875,1178.375,
1452181,489.875,1188,
1452384,492.875,1185.875,
1452588,489.375,1178.625,
1452791,491.5,1187.5,
1452993,492.75,1181.75,
1453196,489.125,1179.875,
1453400,492,1188.875,
1453602,492.375,1180.375,
1453806,489,1180.75,
1454009,492.5,1188.25,
1454212,491.625,1179.625,
1454415,489,1185.125,
1454619,492.625,1188.75,
1454822,490.375,1178.5,
1455024,489.375,1186.375,
1455227,492.75,1187.5,
1455432,489.625,1179.625,
1455634,490.125,1188.125,
1455837,492.75,1185,
1456039,489.375,1178.375,
1456243,491.25,1188.5,
1456448,492.75,1182.625,
1456650,489.125,1179.875,
1456852,492,1188.125,
1457055,492.5,1179.75,
1457258,489,1181.5,
1457461,492.375,1189.125,
1457665,491.75,1179.625,
1457867,489,1184.125,
1458071,492.625,1187.625,
1458274,490.625,1178.875,
1458477,489.25,1186.625,
1458679,492.75,1188,
1458883,489.875,1178.125,
1459086,489.75,1186.25,
1459289,492.75,1185.5,
1459492,489.375,1178.75,
1459695,491.125,1188.25,
1459898,492.875,1182,
1460101,489.25,1178.25,
1460305,491.875,1187.75,
1460509,492.5,1180.5,
1460710,489,1181,
1460914,492.5,1188.125,
1461116,491.875,1178.5,
1461320,489,1183.625,
1461523,492.625,1188.375,
1461726,490.5,1179,
1461929,489.25,1186,
1462133,492.75,1186.875,
1462336,489.75,1177.75,
1462538,489.875,1187.25,
1462741,492.875,1186.25,
1462945,489.5,1178.375,
1463148,490.875,1187.25,
1463350,492.875,1181.75,
1463553,489.25,1179,
1463757,491.75,1188.875,
1463960,492.625,1180.875,
1464163,489.125,1180,
1464366,492.375,1187.375,
1464570,491.875,1179.375,
1464773,489,1184.25,
1464975,492.625,1188.625,
1465180,490.75,1178.375,
1465382,489.125,1185,
1465585,492.75,1188.125,
1465788,490,1179,
1465991,489.625,1187.375,
1466194,492.875,1185.875,
1466398,489.5,1177.5,
1466600,490.5,1187.25,
1466804,492.875,1184.5,
1467007,489.25,1179.125,
1467209,491.5,1187.75,
1467413,492.625,1180,
1467616,489.125,1179.625,
1467819,492.125,1188.625,
1468022,492.25,1179.875,
1468240,489,1181.25,
1468428,492.375,1187.5,
1468637,491.625,1178.625,
1468843,489.125,1184.625,
1469044,492.625,1189.25,
1469275,490.625,1178.25,
1469451,489.125,1184.625,
1469646,492.75,1187.5,
1469872,490.25,1178.875,
1470064,489.375,1187,
1470266,492.875,1187.125,
1470460,489.75,1178,
1470684,489.875,1186.375,
1470875,492.875,1186,
1471094,489.625,1178.75,
1471285,490.375,1187.5,
1471481,492.875,1183.625,
1471678,489.375,1177.625,
1471903,491.375,1187.625,
1472093,492.875,1182.25,
1472287,489.25,1179,
1472512,491.875,1187.5,
1472700,492.625,1179.5,
1472897,489.125,1180.25,
1473099,492.375,1188.5,
1473327,492.125,1179.875,
1473515,489,1181.125,
1473709,492.5,1187.375,
1473921,491.75,1178.5,
1474115,489.125,1184.875,
1474318,492.625,1188.25,
1474529,490.375,1178.25,
1474733,489.25,1185.375,
1474927,492.875,1187.125,
1475151,489.875,1178.5,
1475347,489.875,1187.5,
1475545,492.875,1186,
1475739,489.625,1177.625,
1475942,490.625,1186.875,
1476153,492.875,1183.875,
1476349,489.375,1178.75,
1476574,491.625,1187.875,
1476767,492.875,1180.5,
1476963,489.125,1178.75,
1477161,492.25,1188.125,
1477363,492.375,1180.25,
1477567,489.125,1181.625,
1477771,492.5,1188,
1477986,491.5,1178.5,
1478176,489.125,1184.75,
1478379,492.75,1188.375,
1478593,490.25,1179.125,
1478786,489.5,1186.375,
1478989,492.875,1186.375,
1479203,489.75,1178.25,
1479396,490.125,1187.75,
1479624,492.875,1185.375,
1479811,489.375,1178.5,
1480005,491.625,1187.625,
1480231,492.875,1181.25,
1480422,489.125,1179.875,
1480614,492.125,1189.125,
1480817,492.25,1180.125,
1481030,489,1181.125,
1481222,492.5,1187.75,
1481426,491.5,1179.125,
1481651,489,1185.375,
1481840,492.75,1188.625,
1482035,490.375,1178.5,
1482263,489.375,1185.875,
1482451,492.75,1187.75,
1482644,489.75,1179.375,
1482872,489.875,1187.875,
1483062,492.875,1186.25,
1483254,489.5,1178.125,
1483484,490.625,1188,
1483670,492.875,1184.25,
1483863,489.25,1179.75,
1484066,491.625,1188.5,
1484269,492.875,1181.125,
1484486,489,1179.75,
1484675,492.125,1189,
1484879,492.25,1180.875,
1485107,489,1182.125,
1485296,492.625,1188.125,
1485497,491.5,1179.25,
1485691,489.125,1185.5,
1485894,492.75,1189.375,
1486108,490.625,1179.5,
1486300,489.25,1185.875,
1486503,492.75,1187.75,
1486707,490.125,1179,
1486919,489.625,1188,
1487113,492.875,1187.5,
1487315,489.625,1178.625,
1487529,490.125,1187.125,
1487722,493,1184.875,
1487925,489.375,1179.5,
1488139,491.5,1188.875,
1488331,492.875,1181.625,
1488534,489.25,1179.25,
1488749,492.125,1188.625,
1488940,492.5,1181,
1489143,489.125,1182,
1489348,492.5,1188.375,
1489562,491.875,1179,
1489752,489.125,1184.125,
1489956,492.75,1189.125,
1490166,490.75,1179.875,
1490362,489.25,1186.25,
1490565,492.875,1187.625,
1490769,490.125,1178.125,
1490985,489.75,1187.5,
1491174,492.875,1187,
1491377,489.5,1178.625,
1491580,490.75,1187.5,
1491794,493,1182.875,
1491986,489.375,1178.75,
1492206,491.625,1188.875,
1492408,492.75,1181.375,
1492602,489.125,1179.875,
1492799,492.125,1187.5,
1493002,492.375,1179.875,
1493219,489.125,1181.625,
1493408,492.375,1188.625,
1493612,491.75,1179.125,
1493814,489.125,1183.25,
1494027,492.75,1188.125,
1494220,490.75,1179.125,
1494425,489.25,1185.75,
1494628,492.75,1187.625,
1494830,490.125,1177.875,
1495045,489.625,1186.25,
1495248,492.875,1186.75,
1495439,489.75,1178.875,
1495642,490.25,1187.375,
1495855,492.875,1184.5,
1496061,489.375,1177.75,
1496251,491.25,1188,
1496455,492.875,1182.75,
1496671,489.25,1179.375,
1496863,492,1187.625,
1497064,492.625,1180.125,
1497267,489.125,1180.25,
1497471,492.25,1188.875,
1497688,492.25,1180.125,
1497876,489.125,1181.875,
1498080,492.625,1188,
1498295,491.5,1179.25,
1498485,489,1185.125,
1498689,492.75,1188.625,
1498903,490.375,1178.625,
1499109,489.375,1185.75,
1499302,492.875,1187.375,
1499502,489.875,1179,
1499704,489.875,1187.5,
1499921,492.875,1186.125,
1500111,489.625,1178,
1500314,490.5,1187.625,
1500530,492.875,1184.625,
1500720,489.375,1179.375,
1500924,491.5,1188.25,
1501141,492.875,1181.625,
1501330,489.125,1179.125,
1501532,492,1188.75,
1501735,492.625,1181.25,
1501951,489.125,1180.625,
1502158,492.375,1187.75,
1502345,492,1179.125,
1502548,489.125,1183.25,
1502752,492.625,1188.875,
1502955,491.375,1179,
1503168,489.125,1184.125,
1503362,492.75,1187.25,
1503564,490.5,1178.625,
1503777,489.375,1186.5,
1503970,492.875,1187,
1504174,490,1177.375,
1504376,489.75,1185.75,
1504579,492.875,1185.625,
1504794,489.625,1178.25,
1504986,490.5,1186.875,
1505189,493,1183.875,
1505392,489.375,1176.875,
1505595,491.25,1187.125,
1505811,492.875,1182.5,
1506002,489.375,1178.125,
1506204,491.75,1186.75,
1506423,492.75,1179.375,
1506610,489,1178.25,
1506813,492,1187.5,
1507017,492.5,1179.75,
1507232,489.125,1178.875,
1507423,492.375,1186.25,
1507639,492.25,1178.625,
1507830,489.125,1181.375,
1508033,492.625,1187.5,
1508248,491.625,1177.5,
1508439,489.125,1182,
1508641,492.75,1187.125,
1508857,491.125,1178.25,
1509049,489.125,1184.5,
1509251,492.875,1186.375,
1509470,490.25,1176.75,
1509659,489.375,1185.25,
1509861,492.875,1186.875,
1510078,489.875,1177.875,
1510267,489.875,1185.875,
1510470,492.875,1184.5,
1510689,489.625,1177,
1510876,490.125,1186.75,
1511080,493,1185.125,
1511298,489.375,1177.125,
1511486,490.625,1185.875,
1511689,492.875,1182.125,
1511905,489.25,1177.625,
1512095,491.5,1187.5,
1512298,492.875,1180.5,
1512515,489.125,1177.25,
1512704,492,1186.75,
1512908,492.625,1180,
1513126,489,1179.625,
1513328,492.25,1187.25,
1513518,492.25,1178.125,
1513720,489.125,1180,
1513935,492.5,1187.375,
1514127,491.75,1178.875,
1514357,489,1182.375,
1514544,492.5,1186.5,
1514748,491.125,1177.375,
1514938,489.25,1184,
1515142,492.875,1187.75,
1515358,490.375,1177.625,
1515562,489.25,1184.25,
1515751,492.875,1186.125,
1515955,490.25,1177.625,
1516157,489.625,1186,
1516360,492.75,1185.875,
1516573,489.75,1177,
1516768,490,1185.375,
1516970,492.875,1185.125,
1517173,489.625,1177.625,
1517377,490.25,1186.625,
1517579,492.875,1183.625,
1517796,489.375,1176.75,
1517998,491.125,1186.625,
1518189,493,1182.875,
1518392,489.375,1177.875,
1518595,491.5,1187,
1518799,493,1180.25,
1519015,489.25,1177.75,
1519205,492,1187.625,
1519408,492.625,1180.125,
1519611,489.125,1178.625,
1519814,492.25,1186.5,
1520029,492.375,1178.625,
1520221,489.125,1180.75,
1520434,492.625,1187.75,
1520640,491.75,1178.375,
1520829,489.125,1182.375,
1521032,492.75,1187.25,
1521239,491,1178.375,
1521452,489.125,1184.875,
1521642,492.75,1187.75,
1521845,490.375,1177.625,
1522048,489.375,1185.5,
1522251,492.875,1186.75,
1522454,489.75,1178.5,
1522674,489.875,1186.875,
1522860,492.875,1185.125,
1523064,489.625,1177.5,
1523280,490.625,1187.25,
1523469,492.875,1184.375,
1523673,489.375,1178.375,
1523889,491.5,1187.125,
1524079,493,1180.75,
1524282,489.125,1178.75,
1524485,491.875,1188.125,
1524688,492.625,1180.5,
1524904,489.125,1179.25,
1525095,492.25,1187.125,
1525297,492.25,1179.125,
1525501,489,1181.5,
1525718,492.5,1188.25,
1525906,491.75,1178.625,
1526110,489.125,1183.5,
1526328,492.75,1187.625,
1526516,490.5,1178.625,
1526719,489.25,1185.875,
1526921,492.75,1187.25,
1527142,490,1177.375,
1527328,489.5,1185.875,
1527531,492.875,1186.625,
1527734,489.75,1178.5,
1527953,489.875,1186.75,
1528141,492.875,1185,
1528343,489.5,1177.5,
1528547,490.75,1187.375,
1528766,492.875,1183.125,
1528952,489.25,1178.5,
1529156,491.75,1187.125,
1529359,492.75,1180.25,
1529575,489.125,1179.125,
1529764,492.125,1188.5,
1529969,492.625,1180.25,
1530187,489.125,1179.875,
1530374,492.375,1187.25,
1530580,492.25,1179.625,
1530781,489.125,1182.25,
1530998,492.625,1188.75,
1531189,491.625,1178.875,
1531389,489.125,1183.5,
1531593,492.75,1188.125,
1531796,490.625,1179.125,
1532000,489,1186,
1532215,492.75,1188,
1532422,490.25,1177.75,
1532608,489.375,1186.125,
1532811,492.875,1187.75,
1533014,489.75,1178.375,
1533232,489.75,1186.75,
1533420,492.875,1185.375,
1533625,489.5,1178,
1533827,490.625,1187.75,
1534029,492.875,1184.625,
1534246,489.25,1178.125,
1534449,491.375,1187.25,
1534642,492.875,1181.625,
1534842,489.25,1179.125,
1535060,491.875,1188.75,
1535251,492.75,1181.375,
1535452,489.125,1179.625,
1535670,492.25,1187.5,
1535858,492.375,1179.75,
1536061,489.125,1181.25,
1536290,492.375,1188.75,
1536466,491.875,1179.625,
1536684,489.125,1181.875,
1536873,492.625,1187.625,
1537076,491.5,1178.875,
1537293,489.125,1185,
1537483,492.625,1188.625,
1537685,490.375,1178.375,
1537902,489.25,1185.125,
1538091,492.75,1186.375,
1538295,489.875,1178.125,
1538498,489.75,1187,
1538716,492.875,1186.125,
1538903,489.5,1177.875,
1539107,490.5,1186.625,
1539310,492.875,1183.75,
1539527,489.25,1177.875,
1539718,491,1188,
1539919,492.875,1182.625,
1540138,489.25,1178,
1540330,491.625,1186.625,
1540531,492.75,1180.125,
1540732,489.125,1178.875,
1540934,492,1187.875,
1541156,492.5,1180.125,
1541342,489.125,1179.125,
1541545,492.25,1186.625,
1541747,492.25,1178.625,
1541967,489,1180.625,
1542156,492.375,1188.25,
1542356,491.875,1179,
1542580,489,1182.25,
1542766,492.625,1187,
1542966,491.375,1178.125,
1543169,489.125,1184.625,
1543388,492.625,1188.25,
1543579,490.375,1178.625,
1543777,489.125,1184.875,
1543999,492.75,1186.75,
1544189,490,1177.875,
1544393,489.5,1186.375,
1544592,492.75,1187.125,
1544792,489.625,1178.375,
1545018,490,1186.625,
1545203,492.875,1184.5,
1545402,489.375,1177.5,
1545624,490.75,1187.5,
1545810,492.75,1183.5,
1546011,489.25,1178.5,
1546232,491.625,1187.125,
1546423,492.875,1180,
1546620,489.125,1178.625,
1546823,491.875,1188.125,
1547049,492.5,1180.625,
1547230,489,1179.875,
1547433,492.25,1187.25,
1547654,492.125,1178.5,
1547842,489,1181.125,
1548043,492.5,1188.25,
1548262,491.75,1179.25,
1548467,489,1182.5,
1548654,492.625,1187.375,
1548854,491.25,1177.875,
1549080,489.125,1184.125,
1549266,492.625,1188,
1549464,490.625,1178.5,
1549685,489.125,1184.75,
1549874,492.75,1186.875,
1550076,490.125,1177.625,
1550276,489.375,1185.75,
1550499,492.625,1187.25,
1550700,489.75,1178.25,
1550886,489.75,1186.5,
1551089,492.875,1185.375,
1551291,489.625,1177.5,
1551515,490.25,1187.125,
1551720,492.875,1185.25,
1551920,489.375,1178.5,
1552109,491.25,1187.375,
1552306,492.875,1181.25,
1552509,489.125,1178.25,
1552714,491.875,1188.25,
1552936,492.75,1181.375,
1553125,489,1179.875,
1553322,492.125,1187.875,
1553525,492.25,1179.125,
1553747,489,1180.625,
1553939,492.375,1188.625,
1554135,491.875,1180.25,
1554360,489,1182.5,
1554546,492.5,1187.75,
1554743,491.625,1178.625,
1554968,489,1184,
1555154,492.625,1189,
1555374,490.75,1179.75,
1555579,489,1185.5,
1555763,492.75,1187.75,
1555962,490.375,1178.375,
1556185,489.375,1186.5,
1556372,492.75,1188.375,
1556571,489.875,1179.125,
1556792,489.75,1186.625,
1556979,492.875,1185.625,
1557181,489.625,1178,
1557409,490.125,1187.5,
1557609,492.75,1185.25,
1557789,489.375,1178.25,
1558001,490.875,1187.5,
1558205,492.875,1181.5,
1558398,489.125,1177.875,
1558627,491.625,1188,
1558805,492.625,1181.25,
1559031,489.125,1179.125,
1559239,492,1187.375,
1559413,492.375,1179.125,
1559638,489,1180,
1559832,492.375,1188.25,
1560023,492,1179.5,
1560246,489,1181.375,
1560455,492.5,1187.125,
1560656,491.25,1177.75,
1560836,489,1184.25,
1561061,492.75,1188.125,
1561245,490.375,1178.625,
1561471,489.25,1185,
1561658,492.625,1186.5,
1561860,490,1177.125,
1562054,489.625,1186.25,
1562279,492.875,1187,
1562482,489.625,1177.75,
1562683,490,1186.25,
1562873,492.875,1184.125,
1563070,489.5,1177.25,
1563296,490.5,1186.875,
1563496,492.75,1184,
1563686,489.25,1177.875,
1563882,491.5,1186.625,
1564107,492.875,1180.25,
1564294,489.125,1177.875,
1564491,491.75,1187.375,
1564714,492.625,1180.5,
1564902,489,1179,
1565099,492.25,1187,
1565326,492.375,1178.5,
1565514,489,1180.375,
1565709,492.5,1188,
1565934,491.75,1179.125,
1566124,489,1182.5,
1566318,492.5,1186.625,
1566546,490.875,1177.5,
1566733,489.125,1184.625,
1566927,492.75,1187.625,
1567154,490.125,1178.125,
1567339,489.375,1185.5,
1567537,492.75,1185.375,
1567741,489.75,1177.125,
1567968,490,1186.625,
1568154,492.75,1185.125,
1568361,489.375,1177.75,
1568562,491,1186.5,
1568756,492.875,1181.375,
1568981,489.25,1177.375,
1569183,491.625,1187.375,
1569373,492.75,1180.75,
1569568,489,1178.25,
1569772,492,1186.5,
1569997,492.5,1178.625,
1570189,489,1179.375,
1570391,492.25,1187.625,
1570583,492,1179.125,
1570811,489,1180.5,
1570997,492.375,1186.5,
1571192,491.625,1177.5,
1571421,489,1182.5,
1571610,492.5,1187.75,
1571803,491,1178.25,
1572028,489,1183.375,
1572214,492.75,1186.25,
1572411,490.375,1177,
1572637,489.25,1185,
1572823,492.75,1186.75,
1573021,489.875,1177.25,
1573224,489.75,1185.125,
1573427,492.875,1184.125,
1573629,489.625,1177,
1573859,490.125,1186.25,
1574043,492.75,1184,
1574238,489.375,1177,
1574466,491.25,1185.375,
1574656,492.75,1180.375,
1574848,489.25,1177.625,
1575076,491.75,1187,
1575261,492.75,1180.25,
1575457,489.125,1177.75,
1575660,492.125,1186,
1575871,492.625,1178.875,
1576066,489.125,1179.125,
1576296,492.25,1187.5,
1576486,492.25,1178.625,
1576677,489,1179.625,
1576901,492.5,1186.25,
1577091,491.75,1177.875,
1577285,489,1182.125,
1577489,492.5,1187.75,
1577700,491.375,1177.875,
1577895,489.125,1182.75,
1578099,492.75,1186.25,
1578310,490.625,1177.375,
1578503,489.125,1185.125,
1578730,492.75,1187.25,
1578921,490.125,1177.125,
1579113,489.5,1185,
1579342,492.875,1185.125,
1579528,489.5,1177.125,
1579723,490,1186.625,
1579926,492.875,1184.875,
1580129,489.5,1176.875,
1580344,490.625,1185.5,
1580547,492.875,1182,
1580739,489.375,1177.375,
1580963,491.5,1187.125,
1581155,492.75,1180.625,
1581347,489.125,1177.75,
1581551,492,1186.125,
1581753,492.625,1179.25,
1581966,489,1179.5,
1582159,492.25,1187.75,
1582363,492.25,1179.125,
1582593,489,1179.875,
1582779,492.375,1186.625,
1582972,491.75,1178.25,
1583175,489,1183.5,
1583380,492.625,1188.125,
1583593,490.875,1178.375,
1583784,489.125,1183.875,
1583987,492.625,1187,
1584191,490.25,1178.375,
1584393,489.25,1185.875,
1584596,492.625,1187.25,
1584799,489.875,1177.75,
1585013,489.625,1185.625,
1585218,492.75,1185.5,
1585419,489.5,1178.25,
1585613,490.125,1187.75,
1585815,492.875,1185.125,
1586018,489.375,1177.625,
1586231,490.75,1186.375,
1586425,492.875,1183.125,
1586627,489.375,1178.25,
1586830,491.25,1187.625,
1587034,492.75,1181.5,
1587249,489.25,1177.5,
1587439,491.75,1186.375,
1587642,492.75,1180.375,
1587845,489,1179.25,
1588048,492.125,1187.875,
1588251,492.25,1179,
1588470,489,1179.5,
1588669,492.25,1186.5,
1588861,491.875,1178.5,
1589064,489,1182.375,
1589266,492.5,1187.125,
1589469,491.25,1177.5,
1589689,489,1183,
1589889,492.625,1186.5,
1590080,490.375,1177.375,
1590297,489.25,1185.75,
1590484,492.75,1186.625,
1590688,489.875,1177.125,
1590906,489.5,1184.875,
1591096,492.75,1185.75,
1591314,489.5,1177.625,
1591513,489.75,1186.75,
1591719,492.875,1185,
1591906,489.375,1177.125,
1592110,490.625,1186,
1592327,492.875,1183,
1592528,489.25,1177.75,
1592718,491.375,1187.625,
1592922,492.875,1181,
1593137,489.125,1177.625,
1593349,491.875,1186.375,
1593546,492.5,1179.75,
1593734,489,1179.875,
1593936,492.375,1187.625,
1594152,492.125,1178.625,
1594343,489,1179.875,
1594546,492.375,1186.75,
