Time (ms), PV cell voltage (mV), Biosensor current (nA)
1212525,492.875,1183.625,
1212728,489.25,1178.5,
1212932,492,1188.625,
1213135,492.25,1179.375,
1213338,489,1183.625,
1213540,492.75,1187.25,
1213743,490.125,1178.5,
1213946,489.875,1187.75,
1214150,492.875,1183.25,
1214353,489.25,1178.375,
1214556,492.125,1187.5,
1214760,492,1179.5,
1214963,489,1185.5,
1215165,492.875,1187.75,
1215369,489.625,1178,
1215572,490.375,1187.125,
1215776,492.875,1181.75,
1215979,489.125,1180.125,
1216181,492.25,1188.625,
1216384,491.625,1178.75,
1216587,489,1184.75,
1216790,492.75,1187.25,
1216994,489.625,1178.5,
1217197,490.625,1187.875,
1217399,492.875,1180.75,
1217603,489,1179.75,
1217806,492.5,1188.25,
1218009,491.375,1179.25,
1218212,489.125,1185.75,
1218415,492.875,1186.125,
1218618,489.5,1177.375,
1218821,491.125,1187.625,
1219024,492.75,1180.875,
1219227,489,1180.625,
1219431,492.5,1188,
1219633,491,1177.625,
1219838,489.25,1185.75,
1220039,492.875,1186.375,
1220243,489.375,1178.125,
1220445,491.25,1187.25,
1220649,492.75,1179.625,
1220852,489,1180.375,
1221060,492.5,1188.375,
1221259,490.875,1178.625,
1221461,489.25,1186,
1221665,492.875,1185.375,
1221867,489.5,1177.625,
1222071,491,1187.75,
1222273,492.75,1181.125,
1222476,489,1179.375,
1222680,492.375,1187.375,
1222884,491.375,1178.25,
1223086,489.125,1186,
1223289,492.75,1187,
1223493,489.625,1177.875,
1223696,490.75,1187.125,
1223898,492.75,1180.5,
1224101,489,1180,
1224305,492.25,1188.75,
1224508,491.5,1178.75,
1224711,489,1185,
1224914,492.625,1186.75,
1225118,489.75,1178.625,
1225320,490.375,1188.25,
1225525,492.875,1181.875,
1225727,489.125,1178.875,
1225930,492.125,1187.75,
1226133,491.75,1179.5,
1226336,489,1185.375,
1226539,492.75,1187.875,
1226743,489.875,1177.875,
1226945,490.125,1187,
1227148,492.875,1182,
1227351,489,1179.875,
1227554,492.125,1188.375,
1227759,492,1178.75,
1227961,489,1183.875,
1228164,492.75,1187.75,
1228367,489.875,1178.875,
1228570,490,1187.625,
1228774,492.875,1181.875,
1228976,489.125,1177.875,
1229180,492.125,1187.875,
1229382,492,1179.75,
1229586,488.875,1184.375,
1229788,492.625,1187.375,
1229992,490,1177,
1230195,489.75,1186.875,
1230398,492.875,1184.75,
1230602,489.25,1178.375,
1230806,491.75,1187.5,
1231008,492.375,1179,
1231211,488.875,1182.125,
1231414,492.5,1188.625,
1231617,490.375,1178.5,
1231820,489.5,1186.375,
1232024,492.875,1184.375,
1232226,489.375,1178,
1232429,491.5,1188.5,
1232633,492.5,1180.5,
1232836,489,1180.875,
1233038,492.5,1187.625,
1233241,490.875,1178.375,
1233444,489.125,1186.625,
1233648,492.75,1186.875,
1233851,489.375,1178,
1234054,491,1187.125,
1234257,492.75,1180.75,
1234460,489,1180.25,
1234663,492.25,1188.75,
1234866,491.625,1178.875,
1235069,489,1184.625,
1235272,492.75,1187.125,
1235500,489.625,1178.5,
1235679,490.125,1187.875,
1235882,492.875,1182,
1236084,489.125,1178.375,
1236288,492.125,1187.75,
1236492,492,1179.375,
1236694,489,1185,
1236897,492.75,1187.5,
1237100,489.875,1177.375,
1237304,489.875,1187,
1237516,492.875,1183.125,
1237709,489.125,1179.25,
1237912,492.125,1187.875,
1238116,492.125,1178.5,
1238319,489,1183.375,
1238521,492.625,1188.25,
1238725,490,1178.5,
1238928,489.875,1187,
1239131,492.875,1182,
1239334,489.125,1178.625,
1239537,492.125,1188.25,
1239740,492,1179.5,
1239945,489,1184,
1240146,492.625,1186.875,
1240349,489.875,1177.75,
1240553,489.875,1187.375,
1240755,492.875,1184.125,
1240959,489.25,1178.375,
1241162,491.875,1187.625,
1241366,492.375,1179.625,
1241568,489,1183.5,
1241772,492.625,1188.875,
1241974,490.25,1178.25,
1242177,489.5,1186.5,
1242381,492.875,1184.875,
1242584,489.25,1179,
1242786,491.625,1188.875,
1242990,492.625,1180.375,
1243192,489,1181.375,
1243396,492.5,1188.5,
1243599,490.875,1179.625,
1243803,489.25,1187.25,
1244005,492.75,1187.125,
1244208,489.5,1178.375,
1244411,490.875,1187.875,
1244614,492.75,1182.25,
1244819,489,1181.5,
1245021,492.375,1189.25,
1245223,491.625,1179,
1245428,489.125,1186.25,
1245630,492.75,1188.25,
1245833,489.625,1179.875,
1246037,490.5,1188.875,
1246239,492.875,1182.375,
1246442,489.125,1180.125,
1246645,492.25,1189.5,
1246848,491.75,1180.875,
1247051,489,1186.375,
1247255,492.75,1187.875,
1247458,489.75,1179,
1247661,490.25,1188.875,
1247865,492.875,1183.75,
1248067,489.125,1181.25,
1248270,492.375,1189,
1248473,491.75,1179.75,
1248676,489,1187,
1248879,492.75,1189.5,
1249083,489.625,1180,
1249286,490.125,1188.375,
1249489,492.875,1183.625,
1249701,489.125,1180.625,
1249894,492.125,1190.375,
1250098,492,1181.125,
1250301,489,1185.25,
1250504,492.625,1188.875,
1250707,490.125,1180,
1250910,489.75,1189.25,
1251114,492.875,1186.375,
1251316,489.25,1179.75,
1251520,491.875,1189,
1251722,492.375,1181,
1251925,489,1185,
1252129,492.625,1190,
1252332,490.25,1179.625,
1252536,489.625,1187.75,
1252738,492.875,1186.375,
1252941,489.25,1180.375,
1253145,491.625,1190,
1253349,492.375,1181.25,
1253552,489,1182.75,
1253753,492.625,1189.875,
1253956,490.375,1180.875,
1254160,489.25,1188.625,
1254363,492.75,1187.875,
1254576,489.5,1179.25,
1254770,490.625,1189.375,
1254974,492.875,1183.625,
1255175,489,1182.25,
1255378,492.25,1190,
1255584,491.375,1180,
1255785,489.125,1187.625,
1255988,492.625,1188.5,
1256191,489.5,1180.375,
1256394,490.625,1189.125,
1256598,492.875,1181.875,
1256801,489,1181.25,
1257004,492.25,1190,
1257206,491.5,1180.625,
1257411,489,1186.625,
1257612,492.75,1187.5,
1257816,489.5,1179.25,
1258018,490.5,1189.25,
1258222,492.75,1182.875,
1258425,489,1180.5,
1258628,492.375,1188.625,
1258831,491.75,1179.625,
1259034,489,1186.25,
1259237,492.75,1188.5,
1259441,489.75,1179,
1259644,490.25,1187.5,
1259848,492.875,1182.375,
1260050,489.125,1179.75,
1260253,492,1189,
1260456,492.125,1179.875,
1260659,489,1183.375,
1260863,492.625,1188.375,
1261065,490.125,1179.125,
1261269,489.625,1187.875,
1261471,492.875,1184.75,
1261675,489.25,1178.375,
1261878,491.875,1188.125,
1262082,492.375,1180.875,
1262285,489,1183,
1262488,492.625,1188.5,
1262691,490.375,1178.375,
1262894,489.5,1186.75,
1263097,492.75,1186.5,
1263300,489.375,1179.375,
1263503,491.625,1188.5,
1263706,492.625,1180.5,
1263909,489.125,1181.375,
1264112,492.5,1189.5,
1264315,490.75,1180,
1264518,489.25,1186.875,
1264721,492.875,1186.875,
1264924,489.625,1178.75,
1265127,490.75,1189,
1265331,492.75,1182.375,
1265535,489,1181.125,
1265737,492.375,1188.375,
1265940,491.625,1179.5,
1266143,489,1186.125,
1266347,492.625,1188.75,
1266550,489.875,1179,
1266752,490.125,1187.375,
1266956,492.875,1182.75,
1267159,489.125,1179.75,
1267362,492,1189.375,
1267565,492.125,1180,
1267768,489,1183.75,
1267971,492.625,1187.75,
1268174,490.25,1178.75,
1268378,489.625,1187.75,
1268581,492.875,1186,
1268784,489.375,1178.125,
1268986,491.5,1187.5,
1269189,492.625,1180.875,
1269393,489,1182.25,
1269596,492.5,1189.25,
1269799,490.625,1178.625,
1270003,489.25,1185.75,
1270205,492.875,1186.75,
1270408,489.5,1179.125,
1270612,490.75,1188.25,
1270814,492.75,1181.375,
1271018,489.125,1179,
1271220,492.375,1188.125,
1271424,491.75,1179.875,
1271627,489,1185.5,
1271830,492.625,1188,
1272033,490,1177.875,
1272236,489.75,1187.125,
1272440,492.875,1185.125,
1272642,489.25,1179.5,
1272846,491.75,1188.5,
1273049,492.5,1179.875,
1273251,489,1181.875,
1273455,492.625,1189.25,
1273657,490.5,1179.625,
1273861,489.375,1187.25,
1274064,492.875,1185.875,
1274267,489.375,1178.25,
1274470,491.125,1188.5,
1274674,492.625,1182,
1274876,489,1181.125,
1275080,492.375,1188.25,
1275282,491.5,1179,
1275485,489,1186.125,
1275689,492.75,1188.5,
1275892,489.75,1179.125,
1276095,490.25,1187.625,
1276298,492.875,1182.375,
1276501,489.125,1179.875,
1276704,492.125,1189.25,
1276907,492,1180.125,
1277123,488.875,1184.125,
1277314,492.625,1187.625,
1277517,490,1178.75,
1277721,489.625,1187.875,
1277922,492.875,1185.125,
1278127,489.25,1178.5,
1278329,491.75,1187.625,
1278533,492.5,1180.125,
1278736,489,1182.375,
1278938,492.625,1188.875,
1279141,490.625,1178.5,
1279344,489.25,1185.75,
1279548,492.875,1186.125,
1279751,489.5,1178.625,
1279954,490.875,1188.25,
1280157,492.875,1181.25,
1280360,489.125,1178.875,
1280563,492.25,1188,
1280777,491.875,1179.5,
1280970,489,1185,
1281172,492.75,1187.375,
1281375,490,1177.625,
1281578,489.875,1187,
1281782,492.875,1183.75,
1281985,489.25,1179.375,
1282188,491.875,1188.125,
1282391,492.25,1179.25,
1282594,489,1182.25,
1282798,492.625,1188.625,
1283000,490.375,1179.125,
1283203,489.5,1187.125,
1283406,492.875,1185.375,
1283610,489.375,1178,
1283813,491.375,1188.625,
1284016,492.75,1181.5,
1284219,489,1181.375,
1284422,492.375,1188.375,
1284625,491.125,1178.875,
1284828,489.125,1186.75,
1285031,492.875,1188.25,
1285233,489.5,1178.875,
1285436,490.375,1188.125,
1285640,492.875,1182.125,
1285844,489.125,1180.625,
1286047,492.25,1190,
1286250,492,1180.75,
1286453,489,1185,
1286655,492.75,1188.25,
1286859,490.125,1179.375,
1287062,489.5,1188.25,
1287265,492.875,1186.75,
1287469,489.375,1179.625,
1287671,491.75,1188.75,
1287873,492.5,1181.125,
1288078,488.875,1183.5,
1288281,492.625,1190,
1288484,490.5,1179.75,
1288687,489.375,1187.375,
1288889,492.75,1187,
1289092,489.375,1179.75,
1289296,491.125,1189.25,
1289498,492.75,1182.125,
1289701,489,1180.5,
1289904,492.375,1189,
1290108,491.75,1180.375,
1290311,489,1186.125,
1290515,492.75,1188.875,
1290717,490,1178.5,
1290921,489.75,1187.5,
1291124,492.75,1186,
1291326,489.25,1179.75,
1291530,491.625,1188.75,
1291733,492.75,1180.5,
1291935,489,1181,
1292138,492.5,1189,
1292343,491,1180,
1292546,489.125,1186.5,
1292748,492.875,1187,
1292968,489.625,1178.625,
1293155,490.625,1188.5,
1293358,492.75,1183.25,
1293561,489.125,1180.5,
1293763,492.25,1188.75,
1293967,491.875,1179.375,
1294170,489,1185.375,
1294373,492.625,1189.375,
1294577,490,1179.375,
1294779,489.625,1187.5,
1294982,492.875,1185.375,
1295186,489.375,1179.375,
1295388,491.5,1189.5,
1295592,492.5,1181.625,
1295798,489,1181.125,
1296006,492.5,1188.5,
1296201,491.5,1179.875,
1296405,489,1186.75,
1296608,492.625,1188.75,
1296810,489.875,1179,
1297014,489.875,1187.375,
1297217,492.75,1184.5,
1297420,489.125,1180,
1297623,491.875,1189.375,
1297843,492.375,1180.125,
1298029,489,1182.375,
1298232,492.5,1189.25,
1298436,490.625,1180.125,
1298638,489.125,1187.75,
1298842,492.625,1187.25,
1299044,489.5,1178.625,
1299248,490.875,1188.5,
1299452,492.75,1183,
1299654,489,1180.875,
1299858,492.25,1188.875,
1300060,492,1180,
1300263,489,1185,
1300466,492.75,1189.875,
1300670,490.375,1179.625,
1300873,489.5,1187.375,
1301076,492.875,1186.5,
1301280,489.375,1179.25,
1301483,491.25,1189.375,
1301686,492.75,1181.875,
1301889,489.125,1180.375,
1302092,492.375,1188.625,
1302295,491.75,1179.875,
1302498,489,1186.5,
1302702,492.75,1188.75,
1302904,489.875,1178.25,
1303107,489.875,1187.375,
1303311,492.875,1184.75,
1303514,489.25,1179.75,
1303716,491.75,1188.5,
1303920,492.625,1180.125,
1304123,489,1180.875,
1304325,492.375,1188.5,
1304531,491.125,1179.625,
1304733,489.125,1185.375,
1304936,492.75,1187,
1305138,489.75,1178.125,
1305342,490,1187.625,
1305545,492.875,1184.5,
1305748,489.25,1178.375,
1305950,491.625,1187.25,
1306154,492.625,1180.125,
1306358,489,1180.75,
1306560,492.5,1188.875,
1306764,491.5,1178.875,
1306967,489.125,1184.75,
1307170,492.75,1187.375,
1307372,489.875,1178.625,
1307575,489.875,1188,
1307778,492.875,1184.5,
1307983,489.25,1178,
1308185,491.75,1188,
1308388,492.625,1181,
1308591,489,1181.625,
1308795,492.375,1188.5,
1308997,491.5,1178.5,
1309200,489.125,1185.375,
1309403,492.75,1188.5,
1309608,489.875,1179.125,
1309809,489.875,1187.375,
1310014,492.875,1184.5,
1310216,489.375,1178.375,
1310419,491.5,1188.75,
1310623,492.75,1181.625,
1310826,489,1180.5,
1311028,492.375,1187.875,
1311231,491.625,1179,
1311434,489,1185.625,
1311637,492.75,1188.625,
1311842,489.875,1178.375,
1312043,489.875,1186.5,
1312247,492.875,1184.5,
1312451,489.25,1179.125,
1312653,491.625,1188.875,
1312857,492.625,1180.375,
1313060,489,1180.375,
1313262,492.5,1188.125,
1313466,491.5,1179.625,
1313669,489,1185.625,
1313872,492.75,1188,
1314075,490.125,1178,
1314278,489.625,1186.625,
1314481,492.75,1186.125,
1314684,489.375,1179,
1314888,491.125,1187.625,
1315090,492.875,1180.875,
1315294,489.125,1179.25,
1315497,492.25,1188.5,
1315699,492,1180,
1315903,489,1183.5,
1316106,492.625,1187.5,
1316309,490.375,1178.125,
1316512,489.375,1187.125,
1316715,492.75,1186.5,
1316918,489.375,1178.125,
1317121,491.125,1187.25,
1317325,492.75,1181.125,
1317527,489,1180.25,
1317731,492.125,1188.875,
1317934,492,1179.375,
1318137,489,1183.25,
1318340,492.625,1188,
1318544,490.25,1179,
1318746,489.5,1187.5,
1318950,492.875,1185.75,
1319153,489.375,1177.875,
1319356,491.125,1187.625,
1319558,492.75,1181.625,
1319762,489.125,1180.375,
1319964,492.25,1188.125,
1320168,492,1178.75,
1320372,489,1183.5,
1320574,492.625,1188.375,
1320777,490.25,1178.875,
1320981,489.5,1186.375,
1321184,492.875,1185.25,
1321388,489.375,1177.625,
1321590,491.125,1187.75,
1321793,492.875,1181.375,
1321997,489.125,1179.625,
1322199,492.25,1187.25,
1322401,492,1178.875,
1322606,489,1184,
1322809,492.625,1188.625,
1323011,490.375,1178,
1323215,489.375,1185.25,
1323419,492.75,1186.125,
1323621,489.625,1178.5,
1323824,490.5,1188.125,
1324027,492.875,1182.375,
1324230,489.25,1178.125,
1324433,491.875,1187.625,
1324637,492.5,1180.125,
1324840,489,1181.5,
1325042,492.5,1188.25,
1325246,491.375,1178.125,
1325448,489.125,1184.375,
1325651,492.75,1188.25,
1325855,490.125,1178.875,
1326058,489.5,1186.25,
1326261,492.875,1185,
1326465,489.375,1177.875,
1326667,491.125,1188,
1326870,492.875,1182,
1327073,489,1179.125,
1327276,492.125,1187.5,
1327481,492.25,1179.375,
1327684,489.125,1183,
1327886,492.625,1189,
1328089,490.5,1178.625,
1328293,489.375,1185.5,
1328496,492.875,1186.625,
1328698,489.625,1178.75,
1328902,490.25,1188.25,
1329105,492.875,1182.875,
1329308,489.125,1178.125,
1329511,491.875,1187.875,
1329714,492.625,1180.5,
1329918,489,1182,
1330121,492.5,1188.625,
1330324,491.25,1178.375,
1330527,489.125,1185.375,
1330730,492.75,1188,
1330934,490,1179.25,
1331135,489.875,1187.625,
1331358,492.875,1184.75,
1331542,489.375,1178,
1331745,491.5,1188.375,
1331949,492.75,1181.875,
1332151,489,1180.375,
1332354,492.25,1188,
1332557,492,1179.125,
1332760,489,1184.625,
1332965,492.625,1189.125,
1333167,490.25,1178.875,
1333370,489.25,1186.125,
1333573,492.875,1186.125,
1333776,489.625,1178.625,
1333979,490.625,1188.25,
1334182,492.875,1183.125,
1334385,489.125,1178.25,
1334589,491.875,1187.375,
1334792,492.5,1180,
1334994,489,1182,
1335198,492.5,1188.5,
1335401,491.25,1178.5,
1335604,489.125,1184.875,
1335807,492.75,1187.375,
1336010,489.75,1178.75,
1336214,489.875,1187.375,
1336416,492.875,1183.75,
1336619,489.25,1177.5,
1336822,491.75,1187.75,
1337025,492.625,1180.75,
1337229,489,1180.375,
1337432,492.375,1187.5,
1337635,491.75,1178,
1337839,489,1184.125,
1338041,492.75,1188.25,
1338244,490.125,1178.25,
1338448,489.5,1186.375,
1338650,492.875,1184.875,
1338853,489.5,1177.625,
1339057,491.125,1187.625,
1339260,492.75,1181.25,
1339463,489.125,1178.75,
1339666,492.25,1187,
1339869,492.125,1178.5,
1340072,489,1182.625,
1340274,492.625,1188.25,
1340478,490.625,1178,
1340681,489.375,1185.25,
1340884,492.75,1186.375,
1341087,489.625,1178.375,
1341290,490.25,1187.5,
1341494,492.875,1183.5,
1341727,489.375,1177.875,
1341900,491.75,1187.625,
1342103,492.625,1180.75,
1342306,489,1181.25,
1342509,492.5,1188.375,
1342711,491.5,1178.5,
1342915,489.125,1185,
1343118,492.75,1188.125,
1343322,489.875,1178.875,
1343524,489.875,1187.5,
1343727,492.875,1184.25,
1343931,489.375,1178.25,
1344154,491.625,1188,
1344337,492.75,1181.25,
1344540,489,1180.5,
1344743,492.375,1187.875,
1344946,491.75,1179.125,
1345149,489,1185.125,
1345352,492.625,1189.25,
1345555,490.25,1179.25,
1345758,489.5,1186.875,
1345962,492.75,1186,
1346164,489.375,1179,
1346368,490.75,1189.125,
1346606,492.875,1182.75,
1346775,489.25,1179.375,
1346977,492.125,1188.125,
1347180,492.25,1180.625,
1347383,489,1183.5,
1347586,492.5,1189.625,
1347789,490.75,1179.25,
1347992,489.25,1186.5,
1348196,492.75,1188.125,
1348398,489.625,1180.125,
1348602,490,1189,
1348805,492.875,1185,
1349007,489.25,1179.125,
1349211,491.625,1189.25,
1349414,492.625,1182.25,
1349617,489,1182.125,
1349822,492.375,1189.25,
1350023,491.75,1179.625,
1350226,489.125,1186.25,
1350429,492.625,1189.625,
1350632,490,1180,
1350836,489.75,1187.875,
1351038,492.875,1186.125,
1351242,489.375,1179.5,
1351445,491,1189.625,
1351653,492.875,1183.125,
1351852,489.125,1180.375,
1352055,492.125,1188.625,
1352257,492.125,1181,
1352461,489,1185.125,
1352664,492.625,1190,
1352867,490.375,1179.625,
1353070,489.375,1187.125,
1353273,492.875,1187.875,
1353476,489.5,1180.125,
1353679,490.625,1189.25,
1353882,492.875,1183,
1354086,489.25,1179.25,
1354288,492,1189,
1354515,492.25,1181,
1354696,489,1183.25,
1354898,492.5,1189,
1355101,490.75,1178.625,
1355304,489.125,1186.5,
1355507,492.75,1188.375,
1355710,489.75,1179.25,
1355917,490.125,1187.625,
1356116,492.875,1183.375,
1356319,489.25,1178.625,
1356523,491.625,1188.875,
1356725,492.625,1181,
1356928,489,1180.625,
1357132,492.375,1187.75,
1357335,491.75,1179,
1357538,489,1185.75,
1357742,492.75,1188.375,
1357944,490,1178.375,
1358147,489.75,1186.75,
1358350,492.875,1185.875,
1358554,489.375,1179.375,
1358756,491.375,1188.875,
1358960,492.875,1181.375,
1359162,489.125,1179.875,
1359366,492.25,1188.875,
1359569,491.875,1180.5,
1359772,489,1185.5,
1359975,492.75,1188.625,
1360178,490.25,1178.5,
1360381,489.5,1187.375,
1360584,492.875,1187,
1360788,489.5,1179,
1360990,491.125,1188.375,
1361194,492.75,1181.25,
1361398,489.125,1179.875,
1361600,492,1189,
1361803,492.25,1180.625,
1362007,489,1183.25,
1362210,492.5,1188,
1362412,490.5,1179,
1362616,489.375,1187.25,
1362819,492.75,1187.5,
1363021,489.625,1178.625,
1363225,490.625,1187.375,
1363429,492.875,1182.625,
1363631,489.25,1179.875,
1363834,491.875,1189,
1364038,492.5,1180,
1364240,489,1181.125,
1364444,492.375,1188.375,
1364646,491.25,1179.75,
1364850,489.125,1185.875,
1365054,492.625,1187.875,
1365256,490,1178,
1365458,489.75,1187.25,
1365662,492.875,1186.125,
1365866,489.25,1179.125,
1366068,491.5,1188,
1366272,492.75,1180.375,
1366475,489,1180.125,
1366677,492.375,1188.875,
1366880,491.875,1179.875,
1367083,489,1184.125,
1367286,492.75,1187.375,
1367490,490.375,1178.375,
1367693,489.5,1186.875,
1367896,492.75,1186.75,
1368099,489.5,1177.875,
1368304,490.75,1186.75,
1368505,492.875,1182.125,
1368709,489.125,1179.25,
1368911,492,1188.5,
1369115,492.5,1179.5,
1369320,489,1180.375,
1369521,492.5,1188.25,
1369724,491.375,1179.25,
1369929,489,1185.5,
1370131,492.75,1187.375,
1370334,489.875,1177.5,
1370537,489.875,1187,
1370740,492.875,1185.25,
1370943,489.25,1178.875,
1371147,491.625,1187.75,
1371350,492.75,1180.125,
1371552,489,1180.125,
1371755,492.375,1188.875,
1371959,491.875,1179.625,
1372161,489,1184.5,
1372365,492.625,1187.375,
1372568,490.125,1178.5,
1372771,489.375,1187.375,
1372996,492.75,1186.75,
1373178,489.5,1178.375,
1373380,490.625,1187.125,
1373583,492.875,1182.625,
1373787,489.125,1179.875,
1373989,491.875,1189,
1374193,492.5,1180.375,
1374396,489,1181.5,
1374599,492.5,1188.875,
1374803,491.125,1180.125,
1375006,489,1186.375,
1375209,492.75,1188.125,
1375412,489.875,1178.625,
1375615,489.75,1188,
1375818,492.875,1187.375,
1376021,489.375,1179.625,
1376224,491.25,1188.5,
1376427,492.75,1181.75,
1376632,489.125,1180.5,
1376835,492.125,1189.875,
1377036,492.25,1181.25,
1377240,489,1183.125,
1377444,492.5,1188.75,
1377646,490.875,1179.75,
1377849,489.25,1187.625,
1378054,492.75,1188.5,
1378255,489.75,1179.125,
1378459,490,1187.5,
1378662,492.875,1185.25,
1378865,489.375,1180,
1379069,491.625,1189.5,
1379272,492.75,1181.375,
1379474,489,1180.625,
1379678,492.375,1189.375,
1379881,491.875,1181,
1380084,489,1185.125,
1380286,492.625,1189.125,
1380491,490.375,1179.25,
1380717,489.375,1187.75,
1380904,492.75,1188.375,
1381099,489.625,1179.875,
1381302,490.5,1188.25,
1381507,492.875,1183.625,
1381709,489.25,1180.125,
1381911,491.875,1190.125,
1382116,492.5,1181.5,
1382318,489,1182,
1382521,492.5,1189.125,
1382724,491.5,1180.375,
1382928,489,1187.25,
1383131,492.75,1189.5,
1383335,489.875,1179.5,
1383537,490,1188.125,
1383740,492.875,1186,
1383944,489.375,1180.375,
1384146,491.5,1189.875,
1384349,492.75,1181.875,
1384553,489.125,1180.625,
1384759,492.375,1189.75,
1384958,491.875,1181.375,
1385161,489,1186,
1385364,492.625,1189.25,
1385568,490.25,1179.25,
1385772,489.5,1188,
1385974,492.875,1188,
1386177,489.5,1180.125,
1386381,490.625,1188.5,
1386583,492.875,1182.875,
1386786,489.125,1180.375,
1386990,492,1189.625,
1387193,492.375,1181.75,
1387396,489,1182,
1387601,492.5,1189,
1387802,491.25,1179.625,
1388005,489,1186.5,
1388208,492.625,1189.125,
1388411,489.875,1179.125,
1388614,489.75,1187.25,
1388818,492.75,1186,
1389021,489.375,1179.5,
1389224,491.25,1189,
1389427,492.75,1181.5,
1389630,489,1179.5,
1389832,492.125,1188.625,
1390036,492.125,1180.5,
1390239,489,1183.875,
1390442,492.5,1188.5,
1390646,490.5,1178.25,
1390848,489.125,1185.875,
1391051,492.75,1187.5,
1391255,489.625,1178.875,
1391458,490,1187.375,
1391660,492.875,1183.75,
1391864,489.25,1178.5,
1392067,491.5,1188.5,
1392270,492.625,1181.5,
1392473,489,1180.125,
1392677,492.25,1188,
1392879,491.75,1179.25,
1393083,489,1185.25,
1393285,492.625,1189,
1393488,490.25,1178.875,
1393692,489.5,1186.75,
1393895,492.75,1186.375,
1394098,489.5,1179.375,
1394301,490.5,1188.875,
1394504,492.75,1183,
1394708,489.25,1179.125,
1394922,491.875,1188.75,
1395114,492.375,1181,
1395316,489,1182.625,
1395520,492.5,1189.25,
1395724,491.125,1179.25,
1395926,489,1186,
1396130,492.75,1188.75,
1396332,489.875,1179.75,
1396536,489.75,1188,
1396739,492.875,1185.75,
1396941,489.375,1179,
1397144,491.375,1189.25,
1397348,492.625,1182.625,
1397551,489,1181.375,
1397753,492.25,1188.75,
1397957,491.875,1179.875,
1398170,489,1185.75,
1398363,492.75,1189.25,
1398566,490.125,1179.25,
1398770,489.5,1187,
1398972,492.75,1186.5,
1399186,489.375,1179.125,
1399378,490.75,1188.75,
1399581,492.875,1182.75,
1399785,489.125,1179,
1399988,492,1188.125,
1400191,492.5,1180.625,
1400394,489,1182.125,
1400597,492.375,1188.875,
1400801,491.5,1179.125,
1401003,489,1184.625,
1401206,492.75,1188.5,
1401409,490,1179.5,
1401613,489.5,1187.5,
1401817,492.875,1186.125,
1402019,489.5,1177.625,
1402222,490.875,1188.125,
1402425,492.75,1182.5,
1402628,489.125,1179.625,
1402831,492.125,1188,
1403035,492.25,1179,
1403237,489,1182.125,
1403441,492.5,1188.625,
1403644,490.75,1178.875,
1403847,489.25,1185.375,
1404049,492.75,1186.375,
1404252,489.75,1178,
1404456,489.875,1187.125,
1404659,492.75,1184.625,
1404862,489.375,1177.875,
1405065,491.625,1186.75,
1405281,492.75,1179.875,
1405471,489,1180.125,
1405675,492.375,1188.125,
1405877,491.875,1178.625,
1406082,489,1183.125,
1406284,492.75,1186.875,
1406487,490.125,1177.875,
1406690,489.5,1186.75,
1406893,492.75,1185.25,
1407096,489.5,1177.125,
1407299,490.75,1186.5,
1407503,492.875,1181.875,
1407706,489.25,1178.875,
1407908,492,1187.625,
1408112,492.375,1178.625,
1408315,489,1180.125,
1408518,492.5,1187.875,
1408721,491.125,1178.75,
1408924,489.125,1184.625,
1409127,492.75,1186.375,
1409330,489.875,1176.75,
1409534,489.875,1186.5,
1409737,492.875,1184.625,
1409939,489.375,1177.75,
1410143,491.25,1186.5,
1410346,492.875,1179.5,
1410548,489,1178.75,
1410752,492.25,1188,
1410954,492,1178.75,
1411157,489,1182.5,
1411361,492.625,1186.125,
1411564,490.25,1177.5,
1411767,489.375,1186,
1411970,492.75,1186.25,
1412174,489.5,1177.5,
1412376,490.25,1185.5,
1412579,492.875,1181.875,
1412782,489.125,1178.25,
1412986,491.75,1187.375,
1413188,492.625,1179.625,
1413391,489,1179.125,
1413595,492.375,1187.5,
1413797,491.75,1178.875,
1414001,489,1183.625,
1414204,492.625,1187.875,
1414407,490.25,1177.25,
1414611,489.375,1185.75,
1414813,492.75,1186.625,
1415017,489.625,1178.75,
1415220,490.5,1186.875,
1415423,492.875,1182.625,
1415626,489.25,1178.25,
1415830,491.75,1188.25,
1416032,492.625,1181,
1416235,489,1180.875,
1416438,492.375,1187.875,
1416641,491.625,1178.625,
1416845,489,1185.25,
1417048,492.75,1188.625,
1417250,490,1178.875,
1417454,489.625,1186.75,
1417656,492.875,1185.625,
1417860,489.5,1178.625,
1418062,491.125,1188.625,
1418266,492.75,1181.875,
1418469,489,1179.375,
1418672,492.25,1188.125,
1418876,492,1179.75,
1419079,489,1184.5,
1419281,492.625,1188.75,
1419485,490.25,1178.625,
1419687,489.375,1186.125,
1419890,492.75,1187,
1420094,489.625,1179.125,
1420297,490.375,1188.125,
1420499,492.875,1183.125,
1420703,489.25,1178.25,
1420906,491.875,1188.125,
1421110,492.5,1180.75,
1421312,489,1181.75,
1421514,492.5,1188.5,
1421718,491.25,1178.625,
1421922,489.125,1185.5,
1422125,492.75,1188.5,
1422327,489.875,1179.25,
1422531,489.75,1187.625,
1422734,492.875,1185.375,
1422937,489.375,1178.5,
1423139,491.25,1188.625,
1423343,492.75,1182.375,
1423546,489.125,1180,
1423749,492.125,1188,
1423953,492.125,1179.5,
1424155,489.125,1183.25,
1424358,492.625,1188.875,
